county,cases,deaths,Population Density (people/mi^2),Diabetes Prevalence 2012 Both Sexes (%),Overall sufficient physical activity  prevalence 2011* (%),Overall obesity prevalence 2011* (%),Heavy Alcohol Consumption (%) 2012 (Heavy- past 30 days 1drink/day for women 2 for men),Binge Alcohol Consumption (%) 2012  (Binge- past 30 days >4 drinks one occasion >5 for men),,LandArea (mi^2),Population,"Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)"
Bennington VT,126,1,52.33724842,10.93,60.2,29.8,11.3,20.6,,677.72,"35,470",59.2,61.2,29.2,30.4
Caledonia VT,34,0,45.60008514,11.22,60.25,32.8,11.2,19.8,,657.74,"29,993",61.3,59.2,30.1,35.5
Chittenden VT,863,39,264.3136116,9.92,66.95,26.5,11.5,21.5,,619.62,"163,774",68.4,65.5,26.5,26.4
Essex VT,6,0,9.146223825,12.88,56.95,37.0,12.6,21.2,,673.83,"6,163",56.7,57.2,34.9,39.1
Franklin VT,131,7,71.3221494,11.48,53.8,36.1,11.7,21.4,,692.66,"49,402",53.8,53.8,35.4,36.8
Grand Isle VT,16,0,37.16736875,10.43,62.4,32.6,11.5,21.2,,194.66,"7,235",64.7,60.1,33.6,31.6
Lamoille VT,59,1,54.72198848,10.4,64.35,31.1,15.1,23.4,,463.47,"25,362",64.0,64.7,30.3,31.9
Orange VT,25,0,41.7532552,10.77,63.95,32.9,10.5,19.4,,691.97,"28,892",64.6,63.3,31.5,34.2
Orleans VT,21,0,37.53418572,11.36,58.8,35.2,12.6,21.4,,720.33,"27,037",58.3,59.3,34.6,35.8
Rutland VT,131,1,61.61494235,11.78,59.75,32.6,11.7,21.9,,944.43,"58,191",61.7,57.8,31.7,33.4
Washington VT,81,2,83.94147996,10.42,64.7,27.8,11.7,21.4,,695.83,"58,409",64.9,64.5,27.1,28.5
Windham VT,129,3,52.89784259,11.04,64.7,29.2,12.4,22.0,,798.18,"42,222",66.0,63.4,29.0,29.3
Windsor VT,97,2,56.41078179,10.41,66.45,30.0,13.4,22.0,,976.09,"55,062",65.1,67.8,30.2,29.7
Accomack VA,1188,19,24.66531316,16.7,47.35,43.2,7.2,14.8,,1310.18,"32,316",50.3,44.4,41.0,45.3
Albemarle,1409,22,150.5425204,12.2,62.75,29.4,8.2,16.4,,726.24,"109,330",63.6,61.9,29.6,29.2
Alexandria city VA,3961,73,10365.92978,11.76,63.45,26.3,8.5,18.6,,15.38,"159,428",66.0,60.9,25.7,26.9
Alleghany,81,4,33.24905466,13.18,51.15,37.0,6.2,14.1,,446.93,"14,860",51.3,51.0,37.3,36.7
Amelia,128,5,36.6595086,15.58,50.45,42.4,6.3,13.5,,358.57,"13,145",51.9,49.0,41.8,42.9
Amherst,445,4,66.00739333,15.93,49,39.2,6.3,13.9,,478.81,"31,605",50.6,47.4,37.5,40.9
Appomattox,233,4,47.53099328,15.5,50.55,40.2,6.5,13.7,,334.75,"15,911",51.4,49.7,39.2,41.1
Arlington,4132,152,9119.830574,10.81,63.8,25.2,8.4,20.1,,25.97,"236,842",65.3,62.3,26.1,24.3
Augusta,550,7,77.71218168,13.96,54.75,36.5,6.9,14.8,,972.28,"75,558",54.8,54.7,34.6,38.4
Bath,19,0,7.757346752,13.73,50.55,37.2,11.0,18.2,,534.59,"4,147",51.3,49.8,36.6,37.7
Bedford,897,15,102.67885,13.78,51.85,34.0,6.7,14.0,,769.36,"78,997",53.4,50.3,34.1,33.9
Bland,64,5,17.50571445,15.02,49.25,36.6,5.6,12.2,,358.74,"6,280",49.4,49.1,37.6,35.5
Botetourt,323,11,61.2092018,12.93,55.8,33.9,6.0,13.5,,545.98,"33,419",56.5,55.1,35.0,32.7
Bristol city,199,7,1446.246764,17.13,40.2,41.9,5.4,12.6,,11.59,"16,762",41.2,39.2,41.7,42.0
Brunswick,384,5,28.50544433,19.08,39,47.4,5.2,11.7,,569.4,"16,231",41.1,36.9,43.2,51.5
Buchanan,196,2,41.68287359,17.42,39.75,43.3,4.0,10.1,,503.9,"21,004",41.7,37.8,44.0,42.5
Buckingham,705,9,29.38313914,17.77,43.4,44.7,5.4,12.4,,583.6,"17,148",45.8,41.0,42.8,46.6
Buena Vista city,99,1,948.4626647,13.88,47.6,40.9,5.0,11.8,,6.83,"6,478",48.9,46.3,39.3,42.5
Campbell,520,4,108.1946854,15.1,50.8,38.8,7.0,14.3,,507.28,"54,885",52.3,49.3,37.6,39.9
Caroline,371,5,57.01005678,16.55,49.95,40.8,6.1,14.0,,538.94,"30,725",52.0,47.9,39.4,42.2
Carroll,522,25,62.34513645,14.11,48.35,40.2,5.2,12.3,,477.84,"29,791",48.2,48.5,38.3,42.0
Charles City,87,5,34.14909269,19.77,44.6,46.3,5.3,11.7,,203.9,"6,963",46.7,42.5,42.7,49.8
Charlotte,157,0,24.88166548,16.37,45.45,43.7,5.7,12.6,,477.46,"11,880",46.6,44.3,42.3,45.1
Charlottesville city,1421,30,4606.822612,12.2,59.65,25.4,12.4,19.7,,10.26,"47,266",56.2,63.1,23.1,27.7
Chesapeake city,4517,73,697.6946313,15.89,57.6,37.6,7.4,16.0,,350.92,"244,835",57.4,57.8,36.9,38.2
Chesterfield,6266,98,804.6940219,13.55,58.5,34.3,7.4,16.5,,438.43,"352,802",59.9,57.1,34.4,34.2
Clarke,100,1,82.03703704,12.72,54.15,36.3,7.4,15.7,,178.2,"14,619",55.3,53.0,38.0,34.5
Colonial Heights city,272,26,2229.781772,14.28,56.3,33.8,6.0,12.9,,7.79,"17,370",57.0,55.6,33.4,34.2
Covington city,33,0,1247.297297,14,49.5,38.4,8.9,15.6,,4.44,"5,538",49.8,49.2,38.1,38.7
Craig,32,0,15.54518738,16.33,56.05,34.4,5.0,11.3,,330.07,"5,131",56.6,55.5,35.0,33.7
Culpeper,1234,18,137.594162,14.43,53.75,38.0,6.5,14.6,,382.32,"52,605",57.2,50.3,39.0,36.9
Cumberland,109,2,33.13317321,16.96,46.5,40.9,5.4,12.0,,299.76,"9,932",48.7,44.3,39.1,42.6
Danville city,1011,34,911.3336368,16.97,44.65,40.3,5.1,12.4,,43.94,"40,044",49.3,40.0,36.0,44.6
Dickenson,108,1,42.7952297,17.16,38.85,43.0,4.3,11.1,,334.57,"14,318",38.0,39.7,44.3,41.7
Dinwiddie,426,11,56.29536131,17.05,47.1,43.4,6.7,14.6,,507.04,"28,544",47.1,47.1,41.1,45.7
Emporia city,265,26,768.1034483,20.15,43,45.8,6.3,14.5,,6.96,"5,346",45.1,40.9,40.8,50.8
Essex,183,2,38.3079183,16.94,46.6,40.9,5.7,13.2,,285.92,"10,953",48.0,45.2,38.8,42.9
Fairfax,21632,595,2820.805782,10.97,62.85,26.1,7.2,17.1,,406.81,"1,147,532",65.4,60.3,25.7,26.5
Fairfax city,141,8,3899.188312,10.97,58.3,22.4,7.2,17.1,,6.16,"24,019",57.8,58.8,22.0,22.8
Falls Church city,72,7,7308.5,9.4,63,18.6,15.1,25.6,,2,"14,617",63.4,62.6,19.5,17.6
Fauquier,987,25,109.2646856,12.72,58.35,34.4,7.4,15.8,,651.83,"71,222",60.0,56.7,37.1,31.7
Floyd,218,14,41.28286456,14.24,51.65,36.7,5.7,12.6,,381.49,"15,749",52.9,50.4,35.3,38.0
Fluvanna,387,9,93.95996279,13.35,54.4,37.6,7.3,15.6,,290.23,"27,270",56.3,52.5,38.7,36.4
Franklin,459,4,78.75491849,14.23,51.5,35.8,5.7,12.6,,711.6,"56,042",55.7,47.3,34.6,37.0
Frederick,971,13,214.8703267,13.14,51.85,37.0,6.2,14.9,,415.66,"89,313",52.7,51.0,37.4,36.5
Fredericksburg city,560,5,2760.076046,14.18,56.15,32.7,10.0,16.7,,10.52,"29,036",59.4,52.9,31.1,34.3
Galax city,421,30,786.4931846,16.99,46.7,35.9,7.7,15.2,,8.07,"6,347",46.7,46.7,33.4,38.4
Giles,95,0,46.31963875,14.37,49.35,37.8,5.8,12.9,,360.97,"16,720",51.5,47.2,38.9,36.7
Gloucester,277,2,129.6715506,13.81,55.65,35.7,7.7,15.8,,288.02,"37,348",56.5,54.8,34.9,36.5
Goochland,290,7,81.90407227,12.3,53.05,33.7,8.3,15.8,,290.01,"23,753",53.1,53.0,33.9,33.4
Grayson,328,17,34.87094387,15.14,42.05,39.8,4.9,11.3,,445.93,"15,550",40.7,43.4,38.4,41.1
Greene,244,3,126.2517518,13.23,52.75,38.3,7.2,15.6,,156.98,"19,819",51.5,54.0,38.2,38.4
Greensville,812,11,38.19020988,20.15,42.65,46.3,4.6,11.2,,296.83,"11,336",44.2,41.1,41.3,51.2
Halifax,394,7,41.15162915,16.45,45.65,43.1,4.8,11.0,,824.05,"33,911",46.1,45.2,41.3,44.8
Hampton city,1923,27,1046.281892,18.95,50.95,42.6,6.9,14.9,,128.56,"134,510",53.5,48.4,36.9,48.2
Hanover,1416,40,227.301681,12.72,57.7,33.8,7.3,15.7,,474.11,"107,766",59.0,56.4,34.0,33.6
Harrisonburg city,2784,35,3013.985219,14.52,50.8,35.3,7.4,14.1,,17.59,"53,016",52.4,49.2,32.1,38.5
Henrico,5659,220,1360.159526,13.85,57.85,33.3,7.5,16.8,,243.22,"330,818",59.5,56.2,30.6,35.9
Henry,1140,27,131.5184308,16.39,44.65,40.6,4.6,11.3,,384.41,"50,557",47.8,41.5,37.4,43.7
Highland,8,0,5.265942099,13.86,47.1,39.8,15.1,22.1,,415.88,"2,190",47.7,46.5,39.0,40.5
Hopewell city,432,7,2101.585821,19.75,43.85,45.4,6.4,15.2,,10.72,"22,529",45.9,41.8,43.9,46.8
Isle of Wight,788,20,102.2878249,14.65,53.25,39.5,7.5,15.1,,362.79,"37,109",58.0,48.5,38.3,40.6
James City,878,21,425.7664274,12.73,60.7,32.8,8.4,17.4,,179.73,"76,523",62.4,59.0,32.7,32.8
King and Queen,78,1,21.52596905,16.41,47.95,42.3,5.0,11.7,,326.35,"7,025",49.7,46.2,39.8,44.7
King George,250,4,142.88909,13.8,56.35,36.2,6.2,14.1,,187.81,"26,836",57.5,55.2,36.9,35.4
King William,173,2,60.02730423,14.8,54.05,37.5,6.9,15.0,,285.67,"17,148",56.7,51.4,36.3,38.7
Lancaster,164,0,45.82901107,14.63,52.85,39.4,7.1,14.5,,231.36,"10,603",51.3,54.4,36.1,42.7
Lee,310,7,53.55787259,17.09,43.1,41.0,4.0,9.1,,437.34,"23,423",44.4,41.8,39.7,42.2
Lexington city,148,1,2990.361446,16.07,49.8,37.1,8.7,17.9,,2.49,"7,446",52.0,47.6,33.9,40.2
Loudoun,7110,127,793.525732,12.36,59.65,28.6,6.6,16.5,,521.14,"413,538",60.3,59.0,28.9,28.2
Louisa,319,7,73.58808214,14.83,51.55,38.7,6.4,14.0,,510.83,"37,591",52.3,50.8,39.3,38.0
Lunenburg,124,3,28.2053654,17.75,42.7,45.0,5.8,12.9,,432.4,"12,196",44.3,41.1,43.5,46.4
Lynchburg city,1613,19,1650.95439,15.42,49.35,36.9,6.5,12.9,,49.77,"82,168",49.5,49.2,32.6,41.1
Madison,117,3,41.20754482,14.02,51.1,38.5,7.5,14.9,,321.81,"13,261",51.4,50.8,38.2,38.8
Manassas city,1970,24,4096.211366,14.49,53.15,34.8,8.3,17.6,,10.03,"41,085",54.4,51.9,33.5,36.1
Martinsville city,420,23,1140.236149,19.95,49.3,34.8,5.5,12.0,,11.01,"12,554",52.0,46.6,30.2,39.3
Mathews,104,0,35.05833796,13.13,53.9,37.7,9.3,16.5,,251.98,"8,834",53.6,54.2,37.2,38.1
Mecklenburg,815,34,45.02458268,16.28,49,43.3,6.2,13.1,,679.34,"30,587",52.0,46.0,42.4,44.2
Middlesex,131,11,50.20876827,14.35,52.45,36.8,9.2,16.7,,210.76,"10,582",53.7,51.2,35.8,37.8
Montgomery,2216,5,253.0171528,14.25,58.4,33.2,6.5,14.6,,389.44,"98,535",61.7,55.1,30.3,36.1
Nelson,111,2,31.47531307,14,53,36.5,7.4,14.5,,474.34,"14,930",53.7,52.3,35.3,37.6
New Kent,238,3,103.1907762,13.78,55,37.7,7.0,14.9,,223.77,"23,091",56.3,53.7,36.5,38.9
Newport News city,2867,49,1505.712846,16.01,51.75,40.7,6.8,15.1,,119.03,"179,225",53.5,50.0,37.0,44.3
Norfolk city,4996,79,2520.685358,17.84,50.45,42.9,8.3,16.2,,96.3,"242,742",53.1,47.8,38.7,47.0
Northampton,311,31,14.72215238,16.96,44.55,41.6,7.8,15.1,,795.4,"11,710",46.4,42.7,39.5,43.6
Northumberland,188,6,42.33758051,13.84,53.15,38.6,7.0,14.5,,285.68,"12,095",51.8,54.5,36.6,40.5
Norton city,39,0,548.3471074,15.88,46.75,36.2,6.1,14.0,,7.26,"3,981",48.9,44.6,37.9,34.5
Nottoway,293,20,48.18270964,17.57,44.8,44.6,7.0,14.4,,316.13,"15,232",46.6,43.0,41.8,47.4
Orange,349,5,107.8820172,13.71,53.05,38.7,7.1,15.1,,343.44,"37,051",54.8,51.3,39.1,38.3
Page,422,29,76.09436185,14.3,46,41.6,6.7,14.6,,314.11,"23,902",47.7,44.3,40.0,43.2
Patrick,288,26,36.23940068,15.04,47.45,39.2,5.6,12.2,,485.88,"17,608",48.6,46.3,36.9,41.4
Petersburg city,787,29,1349.956934,23.4,39.85,48.9,5.4,12.4,,23.22,"31,346",43.1,36.6,42.3,55.4
Pittsylvania,1116,11,61.69840832,16.97,50.7,39.8,5.3,12.7,,978.21,"60,354",55.4,46.0,38.3,41.2
Poquoson city,77,2,156.457988,12.23,56.6,34.5,10.8,19.2,,78.43,"12,271",58.3,54.9,32.4,36.5
Portsmouth city,2652,63,2024.839125,19.89,50.8,46.6,6.8,14.8,,46.62,"94,398",50.1,51.5,43.7,49.4
Powhatan,240,5,112.9944364,13.04,51.5,38.0,6.8,14.9,,262.42,"29,652",51.6,51.4,39.1,36.9
Prince Edward,631,12,64.43609235,16.6,48.4,43.2,6.7,14.5,,353.87,"22,802",50.1,46.7,40.2,46.1
Prince George,879,5,136.2209199,15.91,52.05,41.6,5.7,13.1,,281.55,"38,353",53.6,50.5,40.3,42.8
Prince William,12979,212,1347.471709,14.49,58.15,34.9,5.3,14.2,,349.05,"470,335",58.8,57.5,34.2,35.6
Pulaski,246,5,103.2372573,14.71,50.75,36.9,5.6,13.1,,329.6,"34,027",55.0,46.5,35.8,38.0
Radford city,763,2,1790.873405,15.89,55.75,33.0,7.2,14.9,,10.19,"18,249",62.0,49.5,29.7,36.3
Rappahannock,67,2,27.61747733,12.75,52.05,37.4,6.7,14.1,,266.86,"7,370",52.2,51.9,38.3,36.4
Richmond,355,4,41.69593346,17.25,45.35,42.8,9.7,17.9,,216.4,"9,023",44.9,45.8,40.6,45.0
Richmond city,4839,62,3680.498323,17.39,53.3,37.6,5.5,12.2,,62.61,"230,436",55.7,50.9,31.6,43.5
Roanoke,1037,8,375.4823792,12.4,57.9,31.1,6.2,13.5,,250.84,"94,186",61.4,54.4,31.6,30.5
Roanoke city,2022,32,2309.410669,16.43,49.3,40.3,6.1,14.5,,42.93,"99,143",51.1,47.5,37.3,43.2
Rockbridge,131,2,37.55781838,13.88,51.05,37.1,6.7,14.3,,601.02,"22,573",52.0,50.1,36.1,38.0
Rockingham,1576,22,96.0309369,14.52,48.85,37.7,6.8,14.4,,853.35,"81,948",48.5,49.2,36.6,38.7
Russell,318,6,55.76156718,16.34,42.2,41.9,3.9,10.2,,476.78,"26,586",42.5,41.9,43.0,40.8
Salem city,328,6,1738.900344,13,54.6,33.6,6.7,13.8,,14.55,"25,301",56.0,53.2,33.2,34.0
Scott,210,4,40.03638659,16.04,42.6,41.1,4.6,11.1,,538.66,"21,566",45.2,40.0,40.0,42.2
Shenandoah,849,59,85.09442797,13.54,52,37.3,8.0,16.0,,512.56,"43,616",54.5,49.5,36.0,38.5
Smyth,561,20,66.5531802,15.06,44.8,40.2,5.0,12.0,,452.33,"30,104",43.7,45.9,40.5,39.8
Southampton,801,29,29.23541214,17.6,44.4,43.3,6.4,14.0,,603.07,"17,631",45.8,43.0,40.6,45.9
Spotsylvania,2217,46,330.3783653,14.18,56.55,36.9,6.5,14.5,,412.3,"136,215",57.2,55.9,37.6,36.1
Stafford,2108,18,546.8860669,13.63,58.95,35.8,6.5,15.2,,279.55,"152,882",62.0,55.9,36.6,35.0
Staunton city,295,0,1261.740891,13.96,48.7,37.7,9.7,17.5,,19.76,"24,932",50.4,47.0,33.0,42.3
Suffolk city,2164,77,214.6589294,16.2,51.8,40.9,6.6,14.6,,429.09,"92,108",54.2,49.4,38.9,42.8
Surry,129,3,20.69476669,17.95,46.25,44.9,5.5,12.2,,310.32,"6,422",48.0,44.5,42.1,47.7
Sussex,632,12,22.64131802,20.23,40.65,48.8,6.4,12.9,,492.86,"11,159",42.4,38.9,44.2,53.3
Tazewell,358,2,78.08082168,15.91,44.1,40.1,5.0,11.6,,519.91,"40,595",44.1,44.1,42.3,37.9
Virginia Beach city,7192,95,904.7431386,14.38,54.7,34.3,9.5,18.9,,497.35,"449,974",52.5,56.9,32.5,36.1
Warren VA,467,12,185.643633,13.83,53.85,37.2,6.9,15.6,,216.35,"40,164",54.4,53.3,37.4,37.0
Washington VA,685,21,94.68101975,14.02,46.5,36.5,5.0,12.3,,567.59,"53,740",45.7,47.3,36.5,36.4
Westmoreland VA,282,4,71.30417574,16.81,45.75,42.3,6.8,15.0,,252.65,"18,015",43.3,48.2,41.0,43.5
Williamsburg city VA,202,8,1710.983982,12.73,60.5,33.6,11.0,18.4,,8.74,"14,954",61.4,59.6,32.2,35.0
Winchester city VA,525,4,3009.43194,13.96,51.8,32.7,7.9,17.7,,9.33,"28,078",52.4,51.2,31.3,34.0
Wise VA,464,9,92.40409334,17.53,38.35,43.6,4.5,11.2,,404.56,"37,383",39.1,37.6,44.9,42.3
Wythe VA,275,4,61.73514409,14.45,48.75,38.4,5.9,12.6,,464.63,"28,684",49.0,48.5,36.9,39.8
York VA,570,9,316.8445476,16.01,60.3,32.5,9.2,17.7,,215.5,"68,280",62.0,58.6,31.2,33.8
Adams WA,879,10,10.35533468,16.56,43.25,44.9,5.7,15.0,,1929.73,"19,983",41.9,44.6,44.6,45.1
Asotin,141,5,35.246375,12.9,56.65,37.4,9.7,17.7,,640.69,"22,582",58.7,54.6,36.8,37.9
Benton,4936,135,116.1181463,12.86,60.1,37.1,8.0,17.2,,1760.19,"204,390",62.8,57.4,37.0,37.2
Chelan,2168,19,25.78602277,12.4,58.85,32.6,7.5,16.3,,2993.87,"77,200",60.1,57.6,32.3,32.8
Clallam,241,1,28.89647029,12.08,67,33.7,9.7,17.6,,2676.14,"77,331",69.2,64.8,32.1,35.2
Clark,3778,71,743.974949,13.03,60.05,35.7,8.6,17.5,,656.26,"488,241",60.2,59.9,34.3,37.0
Columbia WA,14,1,4.562002015,12.82,59.2,40.0,8.5,16.5,,873.52,"3,985",62.2,56.2,39.5,40.4
Cowlitz,715,7,94.81485927,13.43,55.7,41.8,8.0,16.9,,1166.41,"110,593",58.3,53.1,41.4,42.1
Douglas,1337,10,23.4911345,13.34,54.95,36.8,8.8,17.3,,1848.74,"43,429",56.8,53.1,33.7,39.9
Ferry,30,0,3.378575922,14.19,53.65,37.9,11.1,19.1,,2257.46,"7,627",54.5,52.8,37.0,38.7
Franklin WA,4590,67,75.25170305,16.04,48.2,43.5,6.1,14.7,,1265.38,"95,222",46.0,50.4,42.5,44.5
Garfield,13,0,3.098109109,12.06,59.1,35.4,11.9,19.4,,718.18,"2,225",59.1,59.1,35.0,35.7
Grant WA,3238,22,35.01255656,14.73,49.6,41.1,7.1,15.8,,2791.37,"97,733",51.5,47.7,40.6,41.5
Grays Harbor,557,11,33.74149843,14.88,56.8,41.0,9.6,17.8,,2224.59,"75,061",58.4,55.2,39.1,42.8
Island,328,15,164.5586501,11.81,67.05,31.6,11.4,18.7,,517.39,"85,141",66.7,67.4,31.1,32.0
Jefferson WA,75,0,14.7936438,11.12,70.5,31.4,12.0,18.9,,2178.03,"32,221",72.2,68.8,31.7,31.1
King WA,23605,801,976.5958461,11.57,64.5,28.8,10.9,19.2,,2306.77,"2,252,782",64.5,64.5,28.1,29.4
Kitsap,1338,17,479.6512244,12.27,64.9,35.4,8.9,17.4,,565.98,"271,473",68.8,61.0,34.8,36.0
Kittitas,574,22,20.5443932,12.08,62.6,33.6,11.1,19.6,,2333.24,"47,935",61.4,63.8,31.9,35.2
Klickitat,201,3,11.77604251,12.8,58.8,36.1,9.6,18.1,,1904.29,"22,425",57.8,59.8,37.1,35.0
Lewis WA,606,7,33.12510517,13.55,56.25,40.8,8.6,16.5,,2436.43,"80,707",55.6,56.9,41.2,40.3
Lincoln WA,64,1,4.675305803,12.15,57.15,37.2,12.6,20.6,,2339.74,"10,939",56.9,57.4,36.8,37.5
Mason WA,452,8,63.52262889,13.46,57.85,38.4,11.1,18.8,,1051.09,"66,768",58.4,57.3,39.0,37.7
Okanogan,1091,13,7.94731515,13.66,53.7,36.3,8.3,16.7,,5315.38,"42,243",54.8,52.6,32.6,39.9
Pacific,91,3,18.36496183,13.62,54.25,41.5,11.4,19.9,,1223.58,"22,471",49.3,59.2,40.2,42.7
Pend Oreille,92,0,9.628579848,12.72,58.9,36.4,12.6,20.1,,1425.34,"13,724",61.1,56.7,35.4,37.3
Pierce,9483,230,500.9105149,13.67,57,38.8,8.5,16.5,,1806.67,"904,980",57.4,56.6,38.8,38.8
San Juan WA,30,0,28.3082967,10.07,71,25.6,15.5,21.4,,621.09,"17,582",70.4,71.6,25.1,26.0
Skagit,1153,24,67.27710116,12.4,61.05,35.2,9.2,17.5,,1920.49,"129,205",60.0,62.1,33.8,36.5
Skamania,65,1,7.175391193,12.91,59.35,37.8,12.7,19.4,,1683.95,"12,083",59.8,58.9,37.6,38.0
Snohomish,8525,228,374.264408,13.29,58.25,35.6,9.5,18.7,,2196.53,"822,083",59.1,57.4,35.1,36.0
Spokane,7868,180,293.5715008,12.32,59.45,34.5,9.6,18.8,,1780.82,"522,798",60.7,58.2,34.1,34.9
Stevens,207,3,17.99650485,12.73,56.75,35.8,11.0,19.2,,2540.66,"45,723",54.4,59.1,35.3,36.3
Thurston,1390,21,375.5247648,13.09,63.1,35.8,9.0,17.5,,773.68,"290,536",64.0,62.2,36.3,35.2
Wahkiakum,7,0,15.65399372,13.11,60.15,37.3,11.7,19.5,,286.7,"4,488",62.4,57.9,37.8,36.8
Walla Walla,951,7,46.7661615,12.86,61.25,35.8,7.5,16.8,,1299.23,"60,760",60.8,61.7,36.1,35.5
Whatcom WA,1450,58,91.56548066,12.01,63.55,31.7,10.0,18.5,,2503.64,"229,247",64.6,62.5,31.1,32.2
Whitman WA,1458,1,23.00871139,12.93,59.5,35.5,9.5,18.2,,2177.61,"50,104",58.1,60.9,34.4,36.6
Yakima WA,12484,276,58.18316333,16.08,50.1,41.0,6.2,16.0,,4311.78,"250,873",50.5,49.7,38.2,43.7
Barbour WV,118,1,47.9651078,15.11,43.35,40.8,4.9,11.1,,342.77,"16,441",43.3,43.4,39.7,41.9
Berkeley WV,1161,16,370.5450701,14.82,48.2,40.1,5.8,13.4,,321.61,"119,171",51.1,45.3,38.6,41.5
Boone WV,263,2,42.63940225,16.74,34.45,44.1,3.8,9.8,,503.22,"21,457",37.0,31.9,43.4,44.8
Braxton WV,15,0,27.03796978,15.74,44.45,40.8,5.2,11.1,,516.2,"13,957",45.4,43.5,38.6,42.9
Brooke,125,1,237.7953609,14.83,47.85,40.0,5.8,13.6,,92.26,"21,939",49.5,46.2,40.4,39.5
Cabell,941,12,319.2091376,15.56,44.65,40.8,5.5,12.5,,288.04,"91,945",48.3,41.0,40.3,41.2
Calhoun,29,0,25.33048281,16.4,41.85,43.6,4.5,10.4,,280.65,"7,109",41.9,41.8,41.2,45.9
Clay,44,2,24.74334739,16.69,38.5,45.5,4.2,10.0,,343.85,"8,508",39.5,37.5,41.7,49.2
Doddridge,39,1,26.35799195,15.59,46.45,41.2,4.9,11.1,,320.51,"8,448",48.7,44.2,41.3,41.1
Fayette WV,670,16,63.44404548,16.14,42.65,40.9,5.4,11.2,,668.4,"42,406",46.6,38.7,38.8,42.9
Gilmer,50,0,23.00273457,16.96,45,41.9,6.0,12.1,,340.09,"7,823",47.4,42.6,39.5,44.3
Grant WV,165,7,24.08845761,14.48,47.2,39.8,5.7,13.0,,480.23,"11,568",49.9,44.5,37.3,42.2
Greenbrier,139,3,33.83341956,14.12,46.75,36.1,6.6,12.9,,1024.49,"34,662",50.6,42.9,35.7,36.5
Hampshire,112,1,35.94862488,15.36,43.2,40.8,5.4,12.3,,644.67,"23,175",46.8,39.6,39.7,41.8
Hancock,160,0,326.0525124,14.62,47.1,40.6,5.7,12.8,,88.36,"28,810",49.1,45.1,39.0,42.1
Hardy,95,1,23.56805584,14.91,46.5,38.6,5.6,13.1,,584.52,"13,776",51.1,41.9,36.0,41.1
Harrison WV,486,10,161.4286057,14.42,47.6,38.1,6.6,13.3,,416.63,"67,256",51.9,43.3,38.3,37.9
Jackson WV,306,23,60.5911539,15.57,45.15,41.1,4.6,10.4,,471.62,"28,576",47.5,42.8,39.9,42.3
Jefferson WV,467,4,270.0789262,13.87,48.85,37.5,7.3,15.6,,211.59,"57,146",46.4,51.3,39.5,35.5
Kanawha WV,2994,89,195.510773,14.72,46.4,37.7,5.0,11.4,,911.07,"178,124",50.0,42.8,35.4,40.0
Lewis WV,43,2,40.80915365,14.43,46.85,38.8,6.4,12.7,,389.79,"15,907",46.7,47.0,38.7,38.9
Lincoln WV,193,2,46.53108684,17.62,35.75,46.9,3.8,9.7,,438.61,"20,409",38.6,32.9,45.9,47.9
Logan WV,679,42,70.27412594,16.97,36.9,45.0,3.8,10.0,,455.63,"32,019",39.3,34.5,41.8,48.1
Marion WV,312,5,32.94575093,19.88,44.9,41.2,5.8,13.1,,534.94,"17,624",46.8,43.0,39.2,43.1
Marshall WV,188,1,180.000642,14.67,47.05,39.1,5.7,14.8,,311.51,"56,072",51.0,43.1,36.2,42.0
Mason WV,152,6,97.79308136,14.42,39.7,43.2,4.7,11.0,,312.2,"30,531",43.0,36.4,43.8,42.6
McDowell WV,96,0,59.60794893,16.24,32.75,46.6,3.5,9.0,,444.84,"26,516",34.7,30.8,46.0,47.1
Mercer,445,28,139.6639015,16.37,40.2,39.2,4.5,10.3,,420.71,"58,758",41.5,38.9,39.7,38.7
Mineral,180,4,81.62595698,14.72,50.15,39.8,6.5,13.7,,329.16,"26,868",54.3,46.0,38.3,41.3
Mingo,419,10,55.28961903,17.55,35.7,44.0,4.2,10.5,,423.66,"23,424",36.0,35.4,41.5,46.5
Monongalia,2124,5,288.6283512,13.69,52,31.5,6.8,15.1,,365.91,"105,612",56.9,47.1,28.5,34.5
Monroe,157,8,28.02524911,15,46.1,39.3,6.0,12.6,,473.68,"13,275",48.3,43.9,39.8,38.8
Morgan,68,0,77.86146545,14.53,50.65,39.0,5.7,13.2,,229.69,"17,884",55.4,45.9,38.0,40.0
Nicholas WV,129,3,37.42990297,14.74,41.85,39.7,5.1,11.0,,654.45,"24,496",42.7,41.0,37.6,41.8
Ohio WV,396,7,380.4060261,13.23,46.65,35.2,7.1,16.0,,108.86,"41,411",50.0,43.3,34.3,36.1
Pendleton,54,1,9.981237736,14.36,48.35,36.7,5.8,12.1,,698.21,"6,969",49.2,47.5,34.6,38.8
Pleasants,20,3,55.42347697,15.27,52.5,37.6,5.2,12.0,,134.6,"7,460",54.2,50.8,39.2,36.0
Pocahontas,60,0,8.755706551,14.65,51.85,37.1,5.2,11.7,,941.9,"8,247",53.3,50.4,36.5,37.7
